,html,is_article
97,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--story-padding--1gRL3tuf"" data-id=""WP-WSJ-0001458111""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-3--2z_phq5h typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/lifestyle/careers/math-making-most-of-finite-vacation-days-17febbe5?mod=lead_feature_below_a_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">The Formula to Get More Time Off Using Your Vacation Days</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">Piggybacking on public holidays to create longer breaks and taking off Mondays are a few tricks to feeling like you really got away with little time at all.</span><span class=""WSJTheme--stats--2HBLhVc9""><a aria-label=""Join the Conversation: 87 responses"" class=""WSJTheme--comment-count--2eSQQ2yt WSJTheme--in-summary--3atLpjTg"" href=""https://www.wsj.com/lifestyle/careers/math-making-most-of-finite-vacation-days-17febbe5?mod=lead_feature_below_a_pos1#comments_sector""><span class="""">87</span></a><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></p></article>",1
98,"<a class="""" href=""https://www.wsj.com/lifestyle/careers/math-making-most-of-finite-vacation-days-17febbe5?mod=lead_feature_below_a_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">The Formula to Get More Time Off Using Your Vacation Days</span></a>",2
99,"<a aria-label=""Join the Conversation: 87 responses"" class=""WSJTheme--comment-count--2eSQQ2yt WSJTheme--in-summary--3atLpjTg"" href=""https://www.wsj.com/lifestyle/careers/math-making-most-of-finite-vacation-days-17febbe5?mod=lead_feature_below_a_pos1#comments_sector""><span class="""">87</span></a>",0
100,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm"" href=""https://www.wsj.com/sports?mod=hp_listb_strap""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Sports</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
101,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--story-padding--1gRL3tuf WSJTheme--media-margin-bottom--1bIRFuDR"" data-id=""WP-WSJ-0001473490""><a aria-label=""This Quarterback Is the Biggest Bargain in College Football"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/sports/football/michael-penix-jr-washington-indiana-032a17f1?mod=hp_listb_pos1"" tabindex=""0""><img alt=""This Quarterback Is the Biggest Bargain in College Football"" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsj.net/im-909005?width=607&amp;height=405"" srcset=""https://images.wsj.net/im-909005?width=607&amp;height=405, https://images.wsj.net/im-909005?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-909005?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsj.net/im-909005?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""This Quarterback Is the Biggest Bargain in College Football"" width=""607""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-2--3gmjtDFS typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/sports/football/michael-penix-jr-washington-indiana-032a17f1?mod=hp_listb_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">This Quarterback Is the Biggest Bargain in College Football</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">Washington’s Michael Penix Jr. was more of a low-cost gamble than an expensive free agent. He’s now on the verge of winning a national championship.</span><span class=""WSJTheme--stats--2HBLhVc9""><a aria-label=""Join the Conversation: 18 responses"" class=""WSJTheme--comment-count--2eSQQ2yt WSJTheme--in-summary--3atLpjTg"" href=""https://www.wsj.com/sports/football/michael-penix-jr-washington-indiana-032a17f1?mod=hp_listb_pos1#comments_sector""><span class="""">18</span></a><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></p></article>",1
102,"<a aria-label=""This Quarterback Is the Biggest Bargain in College Football"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/sports/football/michael-penix-jr-washington-indiana-032a17f1?mod=hp_listb_pos1"" tabindex=""0""><img alt=""This Quarterback Is the Biggest Bargain in College Football"" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsj.net/im-909005?width=607&amp;height=405"" srcset=""https://images.wsj.net/im-909005?width=607&amp;height=405, https://images.wsj.net/im-909005?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-909005?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsj.net/im-909005?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""This Quarterback Is the Biggest Bargain in College Football"" width=""607""/></a>",0
103,"<a class="""" href=""https://www.wsj.com/sports/football/michael-penix-jr-washington-indiana-032a17f1?mod=hp_listb_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">This Quarterback Is the Biggest Bargain in College Football</span></a>",2
104,"<a aria-label=""Join the Conversation: 18 responses"" class=""WSJTheme--comment-count--2eSQQ2yt WSJTheme--in-summary--3atLpjTg"" href=""https://www.wsj.com/sports/football/michael-penix-jr-washington-indiana-032a17f1?mod=hp_listb_pos1#comments_sector""><span class="""">18</span></a>",0
105,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm"" href=""https://www.wsj.com/real-estate""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Real Estate</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
106,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--story-padding--1gRL3tuf"" data-id=""WP-WSJ-0001472540""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-3--2z_phq5h typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/real-estate/luxury-homes/most-expensive-home-in-tennessee-0ffa64ee?mod=hp_listb_pos2""><span class=""WSJTheme--headlineText--He1ANr9C"">The Frist Family Sells Tennessee’s Most Expensive Home for $32 Million</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">The 50-acre estate is located in Belle Meade, a wealthy suburb just outside Nashville.</span><span class=""WSJTheme--stats--2HBLhVc9""><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></p></article>",1
107,"<a class="""" href=""https://www.wsj.com/real-estate/luxury-homes/most-expensive-home-in-tennessee-0ffa64ee?mod=hp_listb_pos2""><span class=""WSJTheme--headlineText--He1ANr9C"">The Frist Family Sells Tennessee’s Most Expensive Home for $32 Million</span></a>",2
108,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--story-padding--1gRL3tuf"" data-id=""WP-WSJ-0001472369""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-3--2z_phq5h typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/real-estate/luxury-homes/a-beverly-hills-enclave-filled-with-a-listers-is-getting-two-pricey-homes-for-sale-409dc27a?mod=hp_listb_pos3""><span class=""WSJTheme--headlineText--He1ANr9C"">A Beverly Hills Enclave Filled With A-Listers Is Getting Two Pricey Homes for Sale</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">An 18,000-square-foot estate is listing for $47.5 million, while a French Chateau will ask $48.5 million.</span><span class=""WSJTheme--stats--2HBLhVc9""><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></p></article>",1
109,"<a class="""" href=""https://www.wsj.com/real-estate/luxury-homes/a-beverly-hills-enclave-filled-with-a-listers-is-getting-two-pricey-homes-for-sale-409dc27a?mod=hp_listb_pos3""><span class=""WSJTheme--headlineText--He1ANr9C"">A Beverly Hills Enclave Filled With A-Listers Is Getting Two Pricey Homes for Sale</span></a>",2
110,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm"" href=""https://www.wsj.com/style/fashion?mod=hp_listc_strap""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Fashion</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
111,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--story-padding--1gRL3tuf WSJTheme--media-margin-bottom--1bIRFuDR"" data-id=""WP-WSJ-0001445346""><a aria-label=""Forget Logos. Fashion’s Next Status Symbol Is Texture."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/style/fashion/forget-logos-fashions-next-status-symbol-is-texture-3863ff00?mod=hp_listc_pos1"" tabindex=""0""><img alt=""Forget Logos. Fashion’s Next Status Symbol Is Texture."" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsj.net/im-906290?width=607&amp;height=405"" srcset=""https://images.wsj.net/im-906290?width=607&amp;height=405, https://images.wsj.net/im-906290?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-906290?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsj.net/im-906290?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""Forget Logos. Fashion’s Next Status Symbol Is Texture."" width=""607""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-2--3gmjtDFS typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/style/fashion/forget-logos-fashions-next-status-symbol-is-texture-3863ff00?mod=hp_listc_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">Forget Logos. Fashion’s Next Status Symbol Is Texture.</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">From fuzzy mohair blends to multidimensional tweeds, tactile textiles have overtaken luxury branding as the ultimate style flex.</span><span class=""WSJTheme--stats--2HBLhVc9""><a aria-label=""Join the Conversation: 10 responses"" class=""WSJTheme--comment-count--2eSQQ2yt WSJTheme--in-summary--3atLpjTg"" href=""https://www.wsj.com/style/fashion/forget-logos-fashions-next-status-symbol-is-texture-3863ff00?mod=hp_listc_pos1#comments_sector""><span class="""">10</span></a><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></p></article>",1
112,"<a aria-label=""Forget Logos. Fashion’s Next Status Symbol Is Texture."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/style/fashion/forget-logos-fashions-next-status-symbol-is-texture-3863ff00?mod=hp_listc_pos1"" tabindex=""0""><img alt=""Forget Logos. Fashion’s Next Status Symbol Is Texture."" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsj.net/im-906290?width=607&amp;height=405"" srcset=""https://images.wsj.net/im-906290?width=607&amp;height=405, https://images.wsj.net/im-906290?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-906290?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsj.net/im-906290?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""Forget Logos. Fashion’s Next Status Symbol Is Texture."" width=""607""/></a>",0
113,"<a class="""" href=""https://www.wsj.com/style/fashion/forget-logos-fashions-next-status-symbol-is-texture-3863ff00?mod=hp_listc_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">Forget Logos. Fashion’s Next Status Symbol Is Texture.</span></a>",2
114,"<a aria-label=""Join the Conversation: 10 responses"" class=""WSJTheme--comment-count--2eSQQ2yt WSJTheme--in-summary--3atLpjTg"" href=""https://www.wsj.com/style/fashion/forget-logos-fashions-next-status-symbol-is-texture-3863ff00?mod=hp_listc_pos1#comments_sector""><span class="""">10</span></a>",0
115,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm"" href=""https://www.wsj.com/world""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">World</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
116,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--story-padding--1gRL3tuf"" data-id=""WP-WSJ-0001469956""> <span class="""" href="""">In charts</span><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-3--2z_phq5h typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/world/russia/heres-how-the-russian-and-ukrainian-war-efforts-compare-in-10-charts-1cf9a74f?mod=hp_listc_pos2""><span class=""WSJTheme--headlineText--He1ANr9C"">How the Russian and Ukrainian War Efforts Compare</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">Russian President Vladimir Putin is betting he can outlast the West’s support for Ukraine, if he can keep Russia’s war machine running.</span><span class=""WSJTheme--stats--2HBLhVc9""><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></p></article>",1
117,"<a class="""" href=""https://www.wsj.com/world/russia/heres-how-the-russian-and-ukrainian-war-efforts-compare-in-10-charts-1cf9a74f?mod=hp_listc_pos2""><span class=""WSJTheme--headlineText--He1ANr9C"">How the Russian and Ukrainian War Efforts Compare</span></a>",2
118,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--story-padding--1gRL3tuf"" data-id=""WP-WSJ-0001470950""> <span class="""" href="""">HEARD ON THE STREET</span><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-3--2z_phq5h typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/economy/trade/derisking-china-reliant-supply-chains-is-creating-new-risks-b5f26440?mod=hp_listc_pos3""><span class=""WSJTheme--headlineText--He1ANr9C"">‘Derisking’ China-Reliant Supply Chains Is Creating New Risks</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">The U.S. and Chinese economies appear to be growing apart. The real story is more complicated, and worrying.</span><span class=""WSJTheme--stats--2HBLhVc9""><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></p></article>",1
119,"<a class="""" href=""https://www.wsj.com/economy/trade/derisking-china-reliant-supply-chains-is-creating-new-risks-b5f26440?mod=hp_listc_pos3""><span class=""WSJTheme--headlineText--He1ANr9C"">‘Derisking’ China-Reliant Supply Chains Is Creating New Risks</span></a>",2
120,"<a href=""https://www.wsj.com/tips"" rel=""noreferrer""></a>",0
121,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/video?mod=hp_video_strap""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Video</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
122,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/buyside?mod=wsj_hp_buyside_strap""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--buyside--2CI63HV0 style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">BUY SIDE from WSJ</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--labelDescription--3reLxnKF style--sub-strap--27-kV-fI"">The Buy Side team is independent of The Wall Street Journal newsroom</h2></a>",0
123,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--buyside--1bRyXLOn WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJC-0000018090""><a aria-label=""Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/buyside/style/moshi-digits-touchscreen-gloves-review-01670342322?mod=wsj_hp_buyside_pos1"" tabindex=""0""><img alt=""Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather."" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsjcommerce.net/im-672038?width=607&amp;height=405"" srcset=""https://images.wsjcommerce.net/im-672038?width=607&amp;height=405, https://images.wsjcommerce.net/im-672038?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsjcommerce.net/im-672038?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsjcommerce.net/im-672038?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather."" width=""607""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-3--2z_phq5h typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/buyside/style/moshi-digits-touchscreen-gloves-review-01670342322?mod=wsj_hp_buyside_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather.</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">No touchscreen gloves are perfect, but these are the best combination of design and functionality.</span><span class=""WSJTheme--stats--2HBLhVc9""><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></p></article>",1
124,"<a aria-label=""Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/buyside/style/moshi-digits-touchscreen-gloves-review-01670342322?mod=wsj_hp_buyside_pos1"" tabindex=""0""><img alt=""Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather."" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsjcommerce.net/im-672038?width=607&amp;height=405"" srcset=""https://images.wsjcommerce.net/im-672038?width=607&amp;height=405, https://images.wsjcommerce.net/im-672038?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsjcommerce.net/im-672038?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsjcommerce.net/im-672038?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather."" width=""607""/></a>",0
125,"<a class="""" href=""https://www.wsj.com/buyside/style/moshi-digits-touchscreen-gloves-review-01670342322?mod=wsj_hp_buyside_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">Most Touchscreen Gloves Are Lousy. This $30 Pair is the Best for Typing in Cold Weather.</span></a>",2
126,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--lead-bucket--1SvaGpWk WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-top--1BeJOQqt styles--padding-top--2WzISCk5 WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJC-0000042925""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-4--2dw6NZJL typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/buyside/personal-finance/i-bonds-rate-outlook-2024-d942e34f?mod=wsj_hp_buyside_pos2""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">I Bonds: Are They Still a Good Deal?</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
127,"<a class="""" href=""https://www.wsj.com/buyside/personal-finance/i-bonds-rate-outlook-2024-d942e34f?mod=wsj_hp_buyside_pos2""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">I Bonds: Are They Still a Good Deal?</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
128,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--lead-bucket--1SvaGpWk WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-top--1BeJOQqt styles--padding-top--2WzISCk5 WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJC-0000039334""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-4--2dw6NZJL typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/buyside/home/best-holiday-decor-ornament-storage-dfe83c5f?mod=wsj_hp_buyside_pos3""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Store Your Holiday Decorations in Style</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a></h3></article>",1
129,"<a class="""" href=""https://www.wsj.com/buyside/home/best-holiday-decor-ornament-storage-dfe83c5f?mod=wsj_hp_buyside_pos3""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Store Your Holiday Decorations in Style</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a>",2
130,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm"" href=""https://www.wsj.com/news/collection/investing-monthly-report-f534498e?mod=hp_jr_strap""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Journal Reports</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
131,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001445069""><a aria-label=""Rare Books Are a Hot Collectible. Here’s How to Get Started."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/arts-culture/books/are-books-collector-guide-98ac3e4a?mod=hp_jr_pos1"" tabindex=""0""><img alt=""Rare Books Are a Hot Collectible. Here’s How to Get Started."" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsj.net/im-907467?width=607&amp;height=405"" srcset=""https://images.wsj.net/im-907467?width=607&amp;height=405, https://images.wsj.net/im-907467?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907467?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907467?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""Rare Books Are a Hot Collectible. Here’s How to Get Started."" width=""607""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-3--2z_phq5h typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/arts-culture/books/are-books-collector-guide-98ac3e4a?mod=hp_jr_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">Rare Books Are a Hot Collectible. Here’s How to Get Started.</span></a></h3><p class=""WSJTheme--summary--lmOXEsbN typography--sans-serif--1WZesAGA""><span class=""WSJTheme--summaryText--2LRaCWgJ"">You probably won’t get rich quick. But if you love books—or the thrill of finding a bargain—collecting rare tomes could be both fun and lucrative.</span><span class=""WSJTheme--stats--2HBLhVc9""><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></p><ul class=""WSJTheme--bullets--2pLEdfJV""><li class=""WSJTheme--bullet-item--5c1Mqfdr WSJTheme--icon--1lXhFmSW WSJTheme--none--1l-88_52""> <h4><a href=""https://www.wsj.com/lifestyle/relationships/inherit-heirlooms-parents-dc34f624"" target="""">My Parents Have a Lot of Stuff in Their House. I Don’t Want Most of It.</a></h4> </li><li class=""WSJTheme--bullet-item--5c1Mqfdr WSJTheme--icon--1lXhFmSW WSJTheme--none--1l-88_52""> <h4><a href=""https://www.wsj.com/personal-finance/retirement/downsizing-in-retirement-2a87c380"" target="""">Retirement Is a Time to Downsize—and Not Just Stuff</a></h4> </li></ul></article>",1
132,"<a aria-label=""Rare Books Are a Hot Collectible. Here’s How to Get Started."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/arts-culture/books/are-books-collector-guide-98ac3e4a?mod=hp_jr_pos1"" tabindex=""0""><img alt=""Rare Books Are a Hot Collectible. Here’s How to Get Started."" class=""WSJTheme--image--At42misj"" height=""405"" src=""https://images.wsj.net/im-907467?width=607&amp;height=405"" srcset=""https://images.wsj.net/im-907467?width=607&amp;height=405, https://images.wsj.net/im-907467?width=607&amp;height=405&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907467?width=607&amp;height=405&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907467?width=607&amp;height=405&amp;pixel_ratio=3 3x"" title=""Rare Books Are a Hot Collectible. Here’s How to Get Started."" width=""607""/></a>",0
133,"<a class="""" href=""https://www.wsj.com/arts-culture/books/are-books-collector-guide-98ac3e4a?mod=hp_jr_pos1""><span class=""WSJTheme--headlineText--He1ANr9C"">Rare Books Are a Hot Collectible. Here’s How to Get Started.</span></a>",2
134,"<a href=""https://www.wsj.com/lifestyle/relationships/inherit-heirlooms-parents-dc34f624"" target="""">My Parents Have a Lot of Stuff in Their House. I Don’t Want Most of It.</a>",0
135,"<a href=""https://www.wsj.com/personal-finance/retirement/downsizing-in-retirement-2a87c380"" target="""">Retirement Is a Time to Downsize—and Not Just Stuff</a>",0
