,html,is_article
107,"<section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ae0ee97d-c335-52c7-ad97-89ad9e6062fa"" href=""https://www.nytimes.com/2024/01/06/opinion/pedestrian-deaths-cars-night.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Letters From Our Readers</p><p class=""indicate-hover css-9dj29s"">Danger Ahead: Pedestrians and Cars at Night</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a></section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""></a><section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""></a><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">The Opinions</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">How to Fix America’s Addiction Crisis</p><p class=""css-n7h4vp"">7<!-- --> min listen</p></a></section></section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/a60fa705-728d-59c8-a5ce-cc43806e8a84"" href=""https://www.nytimes.com/2024/01/05/opinion/israel-gaza-displacement.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Michelle Goldberg</p><p class=""indicate-hover css-9dj29s"">America Must Face Up to Israel’s Extremism</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a></section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/bb621cf5-22b1-5864-8776-ba80d35f17d9"" href=""https://www.nytimes.com/2024/01/05/opinion/american-manufacturing-apparel-clothing.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Rachel Slade</p><p class=""indicate-hover css-9dj29s"">A Factory in Maine Proves ‘Made in America’ Is Still Possible</p><p class=""css-1esztn"" data-ttr=""1"">8 min read</p></section></a></section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/215965b4-36fd-546e-9322-f1584c9c09a6"" href=""https://www.nytimes.com/2024/01/05/opinion/israel-hostage-war-government.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Mairav Zonszein</p><p class=""indicate-hover css-9dj29s"">The Families of Hostages Are Calling on Israel to Do Something Radical</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></section></a></section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/6baf435b-94fc-563b-b4cb-64d205d330f4"" href=""https://www.nytimes.com/2024/01/05/opinion/congestion-pricing-reader-opinions.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Peter Coy</p><p class=""indicate-hover css-9dj29s"">Many of You Have Strong Feelings on Congestion Pricing. Here Are Some of Them.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></section></a></section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/e3f893d4-82ae-5142-8682-7bf31a1d7b92"" href=""https://www.nytimes.com/2024/01/05/opinion/the-crown.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Ross Douthat</p><p class=""indicate-hover css-9dj29s"">What Was ‘The Crown’ All About, Anyway?</p><p class=""css-1esztn"" data-ttr=""1"">7 min read</p></section></a></section><section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""></a><section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""></a><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">Matter of Opinion</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">Can Trump Be President? It Depends on How You Define Democracy.</p><p class=""css-n7h4vp"">33<!-- --> min listen</p></a></section></section></section>",0
108,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ae0ee97d-c335-52c7-ad97-89ad9e6062fa"" href=""https://www.nytimes.com/2024/01/06/opinion/pedestrian-deaths-cars-night.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Letters From Our Readers</p><p class=""indicate-hover css-9dj29s"">Danger Ahead: Pedestrians and Cars at Night</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a></section>",1
109,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ae0ee97d-c335-52c7-ad97-89ad9e6062fa"" href=""https://www.nytimes.com/2024/01/06/opinion/pedestrian-deaths-cars-night.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Letters From Our Readers</p><p class=""indicate-hover css-9dj29s"">Danger Ahead: Pedestrians and Cars at Night</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a>",1
110,"<section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Letters From Our Readers</p><p class=""indicate-hover css-9dj29s"">Danger Ahead: Pedestrians and Cars at Night</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section>",1
111,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""></a><section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""></a><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">The Opinions</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">How to Fix America’s Addiction Crisis</p><p class=""css-n7h4vp"">7<!-- --> min listen</p></a></section></section>",1
112,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""></a>",0
113,"<section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""></a><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">The Opinions</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">How to Fix America’s Addiction Crisis</p><p class=""css-n7h4vp"">7<!-- --> min listen</p></a></section>",1
114,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""></a>",0
115,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5da10499-8230-563c-a302-431c404581b3"" href=""https://www.nytimes.com/2024/01/06/opinion/addiction-overdose-treatment.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">The Opinions</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">How to Fix America’s Addiction Crisis</p><p class=""css-n7h4vp"">7<!-- --> min listen</p></a>",1
116,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/a60fa705-728d-59c8-a5ce-cc43806e8a84"" href=""https://www.nytimes.com/2024/01/05/opinion/israel-gaza-displacement.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Michelle Goldberg</p><p class=""indicate-hover css-9dj29s"">America Must Face Up to Israel’s Extremism</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a></section>",1
117,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/a60fa705-728d-59c8-a5ce-cc43806e8a84"" href=""https://www.nytimes.com/2024/01/05/opinion/israel-gaza-displacement.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Michelle Goldberg</p><p class=""indicate-hover css-9dj29s"">America Must Face Up to Israel’s Extremism</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a>",1
118,"<section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Michelle Goldberg</p><p class=""indicate-hover css-9dj29s"">America Must Face Up to Israel’s Extremism</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section>",1
119,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/bb621cf5-22b1-5864-8776-ba80d35f17d9"" href=""https://www.nytimes.com/2024/01/05/opinion/american-manufacturing-apparel-clothing.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Rachel Slade</p><p class=""indicate-hover css-9dj29s"">A Factory in Maine Proves ‘Made in America’ Is Still Possible</p><p class=""css-1esztn"" data-ttr=""1"">8 min read</p></section></a></section>",1
120,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/bb621cf5-22b1-5864-8776-ba80d35f17d9"" href=""https://www.nytimes.com/2024/01/05/opinion/american-manufacturing-apparel-clothing.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Rachel Slade</p><p class=""indicate-hover css-9dj29s"">A Factory in Maine Proves ‘Made in America’ Is Still Possible</p><p class=""css-1esztn"" data-ttr=""1"">8 min read</p></section></a>",1
121,"<section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Rachel Slade</p><p class=""indicate-hover css-9dj29s"">A Factory in Maine Proves ‘Made in America’ Is Still Possible</p><p class=""css-1esztn"" data-ttr=""1"">8 min read</p></section>",1
122,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/215965b4-36fd-546e-9322-f1584c9c09a6"" href=""https://www.nytimes.com/2024/01/05/opinion/israel-hostage-war-government.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Mairav Zonszein</p><p class=""indicate-hover css-9dj29s"">The Families of Hostages Are Calling on Israel to Do Something Radical</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></section></a></section>",1
123,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/215965b4-36fd-546e-9322-f1584c9c09a6"" href=""https://www.nytimes.com/2024/01/05/opinion/israel-hostage-war-government.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Mairav Zonszein</p><p class=""indicate-hover css-9dj29s"">The Families of Hostages Are Calling on Israel to Do Something Radical</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></section></a>",1
124,"<section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Mairav Zonszein</p><p class=""indicate-hover css-9dj29s"">The Families of Hostages Are Calling on Israel to Do Something Radical</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></section>",1
125,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/6baf435b-94fc-563b-b4cb-64d205d330f4"" href=""https://www.nytimes.com/2024/01/05/opinion/congestion-pricing-reader-opinions.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Peter Coy</p><p class=""indicate-hover css-9dj29s"">Many of You Have Strong Feelings on Congestion Pricing. Here Are Some of Them.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></section></a></section>",1
126,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/6baf435b-94fc-563b-b4cb-64d205d330f4"" href=""https://www.nytimes.com/2024/01/05/opinion/congestion-pricing-reader-opinions.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Peter Coy</p><p class=""indicate-hover css-9dj29s"">Many of You Have Strong Feelings on Congestion Pricing. Here Are Some of Them.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></section></a>",1
127,"<section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Peter Coy</p><p class=""indicate-hover css-9dj29s"">Many of You Have Strong Feelings on Congestion Pricing. Here Are Some of Them.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></section>",1
128,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/e3f893d4-82ae-5142-8682-7bf31a1d7b92"" href=""https://www.nytimes.com/2024/01/05/opinion/the-crown.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Ross Douthat</p><p class=""indicate-hover css-9dj29s"">What Was ‘The Crown’ All About, Anyway?</p><p class=""css-1esztn"" data-ttr=""1"">7 min read</p></section></a></section>",1
129,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/e3f893d4-82ae-5142-8682-7bf31a1d7b92"" href=""https://www.nytimes.com/2024/01/05/opinion/the-crown.html""><section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Ross Douthat</p><p class=""indicate-hover css-9dj29s"">What Was ‘The Crown’ All About, Anyway?</p><p class=""css-1esztn"" data-ttr=""1"">7 min read</p></section></a>",1
130,"<section class=""css-147kb3k story-wrapper""><p class=""css-1hgbvll"">Ross Douthat</p><p class=""indicate-hover css-9dj29s"">What Was ‘The Crown’ All About, Anyway?</p><p class=""css-1esztn"" data-ttr=""1"">7 min read</p></section>",1
131,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""></a><section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""></a><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">Matter of Opinion</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">Can Trump Be President? It Depends on How You Define Democracy.</p><p class=""css-n7h4vp"">33<!-- --> min listen</p></a></section></section>",1
132,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""></a>",0
133,"<section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""></a><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">Matter of Opinion</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">Can Trump Be President? It Depends on How You Define Democracy.</p><p class=""css-n7h4vp"">33<!-- --> min listen</p></a></section>",1
134,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""></a>",0
135,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/ff508333-70b1-56c2-8240-1963c76fe38b"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-ballot-2024-elections.html""><p class=""css-ae0yjg""><span class=""css-b57izf"">Matter of Opinion</span><span class=""css-1wfz7to"">Audio</span></p><p class=""indicate-hover css-dgqyc1"">Can Trump Be President? It Depends on How You Define Democracy.</p><p class=""css-n7h4vp"">33<!-- --> min listen</p></a>",1
136,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""></picture></figure></section>",0
137,"<section class=""css-147kb3k story-wrapper""></section>",0
138,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""></picture></figure></section>",0
139,"<section class=""css-147kb3k story-wrapper""></section>",0
140,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""></picture></figure></section>",0
141,"<section class=""css-147kb3k story-wrapper""></section>",0
142,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""></picture></figure></section>",0
143,"<section class=""css-147kb3k story-wrapper""></section>",0
144,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""></picture></figure></section>",0
145,"<section class=""css-147kb3k story-wrapper""></section>",0
146,"<a class=""css-777zgl"" href=""#after-dfp-ad-bottom"">SKIP ADVERTISEMENT</a>",0
147,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/42e58941-b3a9-5089-9e0c-74fbb38a1dba"" href=""https://www.nytimes.com/2024/01/06/world/europe/ukraine-russia-missile-strikes-donetsk.html""><p class=""indicate-hover css-on97le"">Russian Attacks Kill 11 Civilians Near Eastern Front, Ukraine Says</p><p class=""summary-class css-1hkeunz"">Ukrainian officials said that Russian missile assaults had struck private houses, and that the dead included five children.</p><p class=""css-1esztn"" data-ttr=""1"">3 min read</p></a></section>",1
148,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/42e58941-b3a9-5089-9e0c-74fbb38a1dba"" href=""https://www.nytimes.com/2024/01/06/world/europe/ukraine-russia-missile-strikes-donetsk.html""><p class=""indicate-hover css-on97le"">Russian Attacks Kill 11 Civilians Near Eastern Front, Ukraine Says</p><p class=""summary-class css-1hkeunz"">Ukrainian officials said that Russian missile assaults had struck private houses, and that the dead included five children.</p><p class=""css-1esztn"" data-ttr=""1"">3 min read</p></a>",1
149,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/8f7b06db-35af-55c4-bc57-6681d78bb7ca"" href=""https://www.nytimes.com/2024/01/06/climate/colorado-river-negotiations.html""><p class=""indicate-hover css-66vf3i"">Colorado River States Are Racing to Agree on Cuts Before Inauguration Day</p><p class=""summary-class css-1hkeunz"">California, Arizona and others, fearing a political shake-up of negotiating teams after the November election, are aiming to wrap up work this year.</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></a></section>",1
150,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/8f7b06db-35af-55c4-bc57-6681d78bb7ca"" href=""https://www.nytimes.com/2024/01/06/climate/colorado-river-negotiations.html""><p class=""indicate-hover css-66vf3i"">Colorado River States Are Racing to Agree on Cuts Before Inauguration Day</p><p class=""summary-class css-1hkeunz"">California, Arizona and others, fearing a political shake-up of negotiating teams after the November election, are aiming to wrap up work this year.</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></a>",1
151,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/d073709e-6536-52ee-8feb-9cb7b60c8f1f"" href=""https://www.nytimes.com/2024/01/05/your-money/irs-tax-filing-free-online.html""><p class=""indicate-hover css-66vf3i"">I.R.S. to Begin Trial of Its Own Free Tax-Filing System</p><p class=""summary-class css-1hkeunz"">Residents of 12 states are eligible to participate. But the agency’s plans have already met resistance from tax preparation companies.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a></section>",1
152,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/d073709e-6536-52ee-8feb-9cb7b60c8f1f"" href=""https://www.nytimes.com/2024/01/05/your-money/irs-tax-filing-free-online.html""><p class=""indicate-hover css-66vf3i"">I.R.S. to Begin Trial of Its Own Free Tax-Filing System</p><p class=""summary-class css-1hkeunz"">Residents of 12 states are eligible to participate. But the agency’s plans have already met resistance from tax preparation companies.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a>",1
153,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/16cb293b-5d80-575d-8e4a-ce12f2a9ab4d"" href=""https://www.nytimes.com/2024/01/04/world/europe/mike-sadler-intrepid-dead.html""><p class=""indicate-hover css-66vf3i"">Mike Sadler, Intrepid Desert Navigator in World War II, Dies at 103</p><p class=""summary-class css-1hkeunz"">Like a human GPS, he guided Britain’s first special forces across the Sahara for hit-and-run raids on enemy bases in the battle against Rommel’s forces.</p><p class=""css-1esztn"" data-ttr=""1"">9 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt=""A black and white portrait of Mr. Sadler as a young military man. Wearing a wool military jacket, he stares intently at the camera. He has a broad face, a beard and unruly hair. "" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A black and white portrait of Mr. Sadler as a young military man. Wearing a wool military jacket, he stares intently at the camera. He has a broad face, a beard and unruly hair. "" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/06/multimedia/00Sadler1-tqhv-print1/00Sadler1-tqhv-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">via ""Rogue Heroes""</span></figcaption></figure></a></section>",1
154,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/16cb293b-5d80-575d-8e4a-ce12f2a9ab4d"" href=""https://www.nytimes.com/2024/01/04/world/europe/mike-sadler-intrepid-dead.html""><p class=""indicate-hover css-66vf3i"">Mike Sadler, Intrepid Desert Navigator in World War II, Dies at 103</p><p class=""summary-class css-1hkeunz"">Like a human GPS, he guided Britain’s first special forces across the Sahara for hit-and-run raids on enemy bases in the battle against Rommel’s forces.</p><p class=""css-1esztn"" data-ttr=""1"">9 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt=""A black and white portrait of Mr. Sadler as a young military man. Wearing a wool military jacket, he stares intently at the camera. He has a broad face, a beard and unruly hair. "" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A black and white portrait of Mr. Sadler as a young military man. Wearing a wool military jacket, he stares intently at the camera. He has a broad face, a beard and unruly hair. "" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/06/multimedia/00Sadler1-tqhv-print1/00Sadler1-tqhv-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">via ""Rogue Heroes""</span></figcaption></figure></a>",1
155,"<section class=""css-147kb3k story-wrapper""></section>",0
156,"<section class=""css-147kb3k story-wrapper""></section>",0
157,"<section class=""css-147kb3k story-wrapper""></section>",0
158,"<section class=""css-147kb3k story-wrapper""></section>",0
159,"<section class=""css-147kb3k story-wrapper""></section>",0
160,"<section class=""css-147kb3k story-wrapper""></section>",0
161,"<section class=""css-147kb3k story-wrapper""></section>",0
162,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
163,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
164,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
165,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
166,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
167,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/cb45ac64-9785-543c-b12c-6cbdbb347075"" href=""https://www.nytimes.com/2024/01/05/t-magazine/english-pub-lunch.html""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt=""A chef stands at a long dining table and cuts into a massive meat pie, as seated and standing diners look on with their phone cameras."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A chef stands at a long dining table and cuts into a massive meat pie, as seated and standing diners look on with their phone cameras."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/t-magazine/05tmag-threehorse-slide-H4S2-copy/05tmag-threehorse-slide-H4S2-copy-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">Sandra Mickiewicz</span></figcaption></figure><p class=""indicate-hover css-155pfad"">How to Host a Proper English Pub Lunch</p><p class=""summary-class css-1hkeunz"">The chef Margot Henderson discusses gathering friends for a meal at the Three Horseshoes in Somerset, and the perfect winter dessert.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></a></section>",1
